_id,bio,college,country,createdAt,dob,email,face_detection_probabilities,gender,height,insta_username,interests,is_habit_drink,is_habit_smoke,is_verified,mobile,name,status,type,updatedAt,verified_at,what_to_find,who_to_date,is_subscribed,age
100,,"[""JNU ""]",IN,578.2935721630555,2001-05-29 00:00:00,9100000000@get.idyll,,F,161.0,,[],N,N,False,9100000000,Anam Iqbal ,False,U,5.71645916875,,NS,A,True,22.0
101,I am in the lowest point of my success curve but not in a worst situation.,"[""Heritage institute of technology ""]",IN,577.5587854963889,2002-06-14 00:00:00,9101000000@get.idyll,,M,165.0,,"[""Tea"",""Gym"",""Bollywood"",""Family Oriented"",""Open-Minded""]",N,N,False,9101000000,Aniket Mishra ,True,U,24.047955407175927,,R,F,True,21.0
102,Introvert,"[""Jnu""]",IN,577.5573171630556,1998-10-05 00:00:00,9102000000@get.idyll,[52.111323177814484],M,168.0,,"[""Gym"",""Dancing"",""Cycling"",""Running"",""Vegetarian""]",O,O,False,9102000000,Vikas,False,U,5.716231425694445,,R,F,True,25.0
103,"Medically tested, ethically pretty questionable.","[""Jawaharlal Nehru University""]",IN,577.3037404963889,2003-08-03 00:00:00,9103000000@get.idyll,[69.86790001392365],M,,,"[""Anime"",""Hip Hop"",""Mystery"",""Open-Minded"",""Ambitions""]",N,N,True,9103000000,Adarsh Kumar,True,U,12.34937953912037,,NS,F,True,20.0
104,"Tech nerd, Anime and video games fan","[""Jawaharlal Nehru University""]",IN,577.0704663297222,2002-03-02 00:00:00,9104000000@get.idyll,,M,168.0,,"[""Video Games"",""Biryani"",""Animated"",""Sci-fi"",""Superhero""]",N,N,True,9104000000,BHARATH REDDY ELLANKI ,True,U,17.033248740509258,17.033249170104167,C,F,True,21.0
105,I love to conversation with new people. I love to explore new places. I turely believe in new learning and de- learning.,"[""Jawaharlal Nehru University""]",IN,577.0642138297222,1994-09-07 00:00:00,9105000000@get.idyll,,M,176.0,,"[""Art & Craft"",""Running"",""Yoga"",""Poetry"",""Writing""]",S,N,False,9105000000,Ankit Chauhan ,False,U,6.8109312289351855,,F,F,True,29.0
106,Exploring people 🤗😊,"[""JNU delhi""]",IN,577.0113563297223,2003-02-12 00:00:00,9106000000@get.idyll,[98.88046979904175],M,,,"[""Badminton"",""Clubs"",""Romance"",""Open-Minded"",""Bollywood""]",N,N,False,9106000000,Single by birth,False,U,6.8108199557870375,7.667892723344908,F,F,True,20.0
107,,"[""Jawaharlal Nehru University ""]",IN,576.9871449408333,2000-03-08 00:00:00,9107000000@get.idyll,,M,166.0,,[],N,N,False,9107000000,Vivek Mishra ,False,U,5.716086784490741,,NS,F,True,23.0
108,Aspirer,"[""JNU""]",IN,576.9846116075,1999-02-02 00:00:00,9108000000@get.idyll,[],M,,,[],,,False,9108000000,Raj,False,U,5.715966830787037,,,F,True,24.0
109,,"[""JNU""]",IN,576.9007971630556,2001-05-01 00:00:00,9109000000@get.idyll,,M,,,[],N,S,False,9109000000,Sonuuroyy,False,U,5.7158915993055555,,NS,A,,22.0
110,Nothing ,"[""Jawaharlal Nehru University""]",IN,576.8366999408333,1999-11-26 00:00:00,9110000000@get.idyll,,F,167.0,,"[""Singing"",""Art & Craft"",""Dancing"",""Reels"",""Badminton""]",S,N,False,9110000000,APURVA DAS,False,U,5.715167652546296,,NS,M,True,24.0
111,Just heard about the application so trying it out.,"[""Jawaharlal Nehru University""]",IN,576.8358096630556,1999-08-13 00:00:00,9111000000@get.idyll,[],M,,,[],S,N,False,9111000000,Saurav ,False,U,5.715055407175926,,NS,F,True,24.0
112,Hiiiii,"[""IGDTUW""]",IN,576.7850152186111,2002-11-23 00:00:00,9112000000@get.idyll,,F,,,[],N,N,False,9112000000,Kanika,False,U,5.714915465046296,,R,M,True,21.0
113,Nothing ,"[""JNU""]",IN,576.7658702186111,1997-10-15 00:00:00,9113000000@get.idyll,,M,5.6,,"[""Writing"",""Reels"",""Photography""]",N,N,False,9113000000,Asif,True,U,24.029620059953704,,CON,M,,26.0
114,Nothing ,"[""Jnu""]",IN,576.6760685519445,2003-11-05 00:00:00,9114000000@get.idyll,,M,5.7,,"[""Dancing"",""Volleyball"",""Cricket"",""Photography"",""Ambitions""]",S,N,True,9114000000,Santhosh ,True,U,17.033248740509258,17.033249170104167,F,F,True,20.0
115,Hope for best,[],IN,576.5219707741667,2000-09-21 00:00:00,9115000000@get.idyll,,M,172.0,,[],N,N,False,9115000000,Anand,False,U,5.714640962731481,,C,F,True,23.0
116,,"[""JNU""]",IN,576.4507546630556,2001-04-14 00:00:00,9116000000@get.idyll,,M,166.0,,[],O,,False,9116000000,Asim Anshu,False,U,5.714538011342593,,F,F,True,22.0
117,Caring,"[""JNU""]",IN,576.4435296630555,2000-03-20 00:00:00,9117000000@get.idyll,,M,,,"[""Writing"",""Cricket"",""Running"",""Biryani"",""Tea""]",N,S,False,9117000000,Raja ,True,U,24.015069539120372,,R,F,True,23.0
118,To see good in everyone,"[""Jawaharlal Nehru University""]",IN,576.4303554963889,2001-07-24 00:00:00,9118000000@get.idyll,[94.55211162567139],F,,,[],,,False,9118000000,Lovi,True,U,13.519761703472222,,,M,True,22.0
119,An unapologetic and unconventional human being.,"[""Jawaharlal Nehru University""]",IN,576.4196232741666,1998-06-12 00:00:00,9119000000@get.idyll,,M,170.68,,"[""Badminton"",""Basketball"",""Cats"",""Comedy"",""Open-Minded""]",S,N,False,9119000000,Lavi,True,U,23.999218948842593,,R,F,True,25.0
120,I think therefore I am.,"[""Delhi university""]",IN,576.3993988297223,1993-10-14 00:00:00,9120000000@get.idyll,,M,5.8,,"[""Writing"",""Photography"",""Volleyball"",""Tea"",""Mystery""]",N,N,False,9120000000,Gaurow,False,U,5.713984446527777,,NS,F,True,30.0
121,Carpediem.,"[""Jawaharlal Nehru University""]",IN,576.2930799408333,1999-06-25 00:00:00,9121000000@get.idyll,,M,170.0,,"[""Writing"",""Cricket"",""Cooking"",""Heritage"",""Mountains""]",S,S,False,9121000000,Vishal Verma ,False,U,5.71381780300926,,F,F,True,24.0
122,Just looking for someone who can appreciate my witty puns 😎😎,"[""Delhi university ""]",IN,576.1834549408334,2002-08-12 00:00:00,9122000000@get.idyll,,M,176.0,,"[""K-drama"",""Anime"",""Football"",""Manga"",""Dogs""]",S,N,False,9122000000,Newton ,False,U,5.713678520601852,,C,F,True,21.0
123,"Korean Language, JNU
Shy, Ambitious.
Haven't been able to click good pictures of mine.
Into exploring places
Loves tasting food","[""JNU""]",IN,576.1697221630556,2001-08-11 00:00:00,9123000000@get.idyll,,M,176.0,,"[""Singing"",""Pizza"",""Poetry"",""Feminism"",""Romance""]",S,N,False,9123000000,Kunal Bagchi ,True,U,24.000044955787036,,C,F,True,22.0
124,"I Like Open-Minded, Photography, Travelling","[""Jawaharlal Nehru University""]",IN,576.1297052186111,1999-03-05 00:00:00,9124000000@get.idyll,[40.516284108161926],M,,,"[""Photography"",""Clubs"",""Romance"",""Romantic"",""Theatre""]",N,N,False,9124000000,CHANDAN,False,U,5.713432536805556,,C,F,True,24.0
125,,[],IN,576.1207902186111,,9125000000@get.idyll,,M,,,[],,,False,9125000000,Aditya mourya ,False,U,5.713342941898148,,,,,
126,.. ,"[""A.R.S.D. College""]",IN,576.0985568852777,1997-01-01 00:00:00,9126000000@get.idyll,,M,178.0,,"[""Cycling"",""Yoga"",""Swimming"",""Gym"",""Gymnastics""]",N,N,False,9126000000,John,False,U,5.713230939583333,,CON,F,True,26.0
127,Just looking for someone who can appreciate my awesome sense of humor.,"[""Jawaharlal Nehru University""]",IN,576.0874407741667,2001-04-27 00:00:00,9127000000@get.idyll,,M,170.0,,"[""Cricket"",""Gym"",""Cafe-hopping"",""Camping"",""Biryani""]",N,N,False,9127000000,Ajay,False,U,5.713165441898148,,C,F,True,22.0
128,Insta:- @vijay_jatav11,"[""Jnu""]",IN,576.0810957741667,2001-04-14 00:00:00,9128000000@get.idyll,,M,166.0,,"[""Gym"",""Badminton"",""Beer"",""Anime"",""K-drama""]",N,S,True,9128000000,Vijay Kumar ,True,U,9.327948971990741,9.327949401585649,F,F,True,22.0
129,"I am b.tech student, ","[""Indian Institute of Technology(IIT), Delhi""]",IN,576.0614693852777,2002-02-08 00:00:00,9129000000@get.idyll,,M,,,"[""Singing"",""Photography"",""Gym"",""Theatre"",""Clubs""]",N,N,False,9129000000,Roy,False,U,5.7130366224537035,,R,F,True,21.0
130,Hii,"[""Jawaharlal Nehru University""]",IN,576.0407024408333,1999-10-19 00:00:00,9130000000@get.idyll,,M,171.0,,"[""Design"",""Gym"",""Volleyball"",""Coffee"",""Pizza""]",O,O,False,9130000000,Sanidhya Shourya ,True,U,22.090124527546298,,NS,F,True,24.0
131,I am smart 😎,"[""JNU ""]",IN,576.0282935519444,2000-01-18 00:00:00,9131000000@get.idyll,,M,182.0,,"[""Comedy"",""Comic-books"",""Reality shows"",""K-drama"",""Foodie""]",S,N,False,9131000000,Ankit,True,U,23.95394012939815,,F,F,True,23.0
132,.,"[""Jawaharlal Nehru University""]",IN,576.0047702186112,2004-02-21 00:00:00,9132000000@get.idyll,,M,183.0,,"[""Singing"",""Dancing"",""Cricket"",""Horror"",""Feminism""]",O,S,False,9132000000,Varun ,False,U,5.712722652546296,,C,F,True,19.0
133,"I Hate Love Stories 
Better than your EX 
.
.
.
.
.
Baaki sab milne pe batata hoon ","[""Jawaharlal Nehru University""]",IN,576.0032135519444,2002-11-30 00:00:00,9133000000@get.idyll,,M,183.0,,"[""Gym"",""Volleyball"",""Cricket"",""Mountains"",""Stand Up""]",N,N,False,9133000000,Prateek ,True,U,23.972137143287036,,C,F,True,21.0
134,"Passionate lover 
","[""Jawaharlal Nehru University""]",IN,575.9946052186111,1994-08-07 00:00:00,9134000000@get.idyll,,M,1.72,,"[""Singing"",""Cricket"",""Yoga"",""Gym"",""Heritage""]",N,N,False,9134000000,Fazal,False,U,5.712616506712963,,F,F,True,29.0
135,CIXOT,"[""Jawaharlal Nehru University""]",IN,575.9839052186111,2002-12-10 00:00:00,9135000000@get.idyll,"[48.626670241355896,70.29945850372314,97.59296774864197]",M,173.0,,"[""Photography"",""Badminton"",""Tea"",""Ambitions"",""Crime""]",S,S,False,9135000000,Tassawoor ,True,U,2.9091074094907405,,NS,F,True,21.0
136,...,"[""YUBASKILL""]",IN,575.9801818852778,2000-02-08 00:00:00,9136000000@get.idyll,,M,,,"[""Cricket"",""Photography"",""Art & Craft"",""Badminton""]",N,N,False,9136000000,..,False,U,5.712447015972222,,F,F,True,23.0
137,Agnostic and Highbrow,"[""JNU""]",IN,575.9472507741667,2002-01-07 00:00:00,9137000000@get.idyll,,M,6.0,,"[""Writing"",""Badminton"",""Cricket"",""Photography"",""Mountains""]",S,N,False,9137000000,Vishal ,True,U,23.994696228935187,,R,F,True,21.0
138,"A geek at heart, I like everything from board games, comics, books and movies to technology, science and various different franchises. I'm a possitive person and I try to live life as best as I can. ","[""Jawaharlal Nehru University ""]",IN,575.9275543852777,1999-04-10 00:00:00,9138000000@get.idyll,,M,173.0,,[],N,N,False,9138000000,Tarun,True,U,23.991111934953704,,R,F,True,24.0
139,Naughty,"[""JNU""]",IN,575.9183557741667,2002-02-05 00:00:00,9139000000@get.idyll,,M,,,"[""Singing"",""Dancing"",""Documentaries"",""Biryani"",""Festivals""]",S,N,False,9139000000,Govind ,False,U,5.711936541435185,,R,F,True,21.0
140,Just casual relationship ,"[""JNU ""]",IN,575.9123721630556,2000-02-10 00:00:00,9140000000@get.idyll,[],M,,,[],N,N,False,9140000000,Suraj,True,U,23.99391661087963,,C,F,True,23.0
141,"I am human, i love humans, i study human 🤓 urggh too much work 🥲","[""Jawaharlal Nehru University""]",IN,575.8982679963889,1996-12-26 00:00:00,9141000000@get.idyll,,M,100.0,,"[""Cycling"",""Swimming"",""Clubs"",""Cooking"",""Beaches""]",S,N,False,9141000000,Kamaldeep,False,U,5.711797363194444,,C,F,True,27.0
142,"Cats❤️🤌.......I'm a homebody- I like to to stay at home and relax ,espically on sunday morning..but i also enjoy going out and having fun 😀","[""Jnu""]",IN,575.8588768852778,2002-08-09 00:00:00,9142000000@get.idyll,,M,176.0,,"[""Pizza"",""Dogs"",""Cats"",""Dancing"",""Badminton""]",S,S,False,9142000000,Harsh,False,U,7.17042198125,,C,F,True,21.0
143,Positive...,"[""B.H.U.""]",IN,575.8478638297222,1999-04-08 00:00:00,9143000000@get.idyll,,M,176.0,,"[""Singing"",""Coffee"",""Environmentalism"",""Cycling"",""Romance""]",N,N,True,9143000000,Vikash Kumar ,True,U,17.033248740509258,17.033249170104167,NS,F,True,24.0
144,Nothing special that's why I am here.,"[""Entrepreneur ""]",IN,575.8431116075,2000-06-17 00:00:00,9144000000@get.idyll,,M,182.0,,[],N,N,False,9144000000,Aryan ,False,U,5.7116089141203705,,CON,F,True,23.0
145,Wtf!,"[""JNU""]",IN,575.8414791075,2002-09-17 00:00:00,9145000000@get.idyll,,M,176.0,,"[""Cricket"",""Clubs"",""Cafe-hopping"",""Camping"",""Foodie""]",S,O,False,9145000000,Shardul,False,U,5.711437478935185,,C,F,True,21.0
146,"Ui/ux designer
","[""Jawaharlal Nehru University""]",IN,575.8130843852778,2002-05-14 00:00:00,9146000000@get.idyll,[94.7291910648346],M,189.0,,[],S,S,False,9146000000,Abhishek Singh,True,U,18.844334203472222,,C,F,True,21.0
147," courageous,
Tech enthusiastic 
Straight forward","[""Jawaharlal Nehru University""]",IN,575.8098660519445,2002-09-08 00:00:00,9147000000@get.idyll,,M,178.0,,"[""Cricket"",""Swimming"",""Stand Up"",""Open-Minded"",""Vegetarian""]",N,N,False,9147000000,S.singh,False,U,5.711172096990741,,R,F,True,21.0
148,,[],IN,575.8075835519444,,9148000000@get.idyll,,M,,,[],,,False,9148000000,Kamal,False,U,5.71099354375,,,,,
149,R FB jdsbj,"[""JNU""]",IN,575.7793385519444,2000-02-28 00:00:00,9149000000@get.idyll,,M,,,[],S,O,False,9149000000,Ritik Sharma ,True,U,23.860148138657408,,NS,F,True,23.0
150,Still thinking of what to write,"[""Jawaharlal Nehru University""]",IN,575.7408135519445,2000-04-01 00:00:00,9150000000@get.idyll,,M,175.5,,"[""Football""]",S,S,False,9150000000,Aziz,False,U,5.710841819212963,,C,F,True,23.0
151,"I'm a fun loving person and I live every fucking moment of my life, nothing can bother me, I love to cook, I love to play sports, can't attach to anything, love to travel, I love my family and friends","[""Jawaharlal Nehru University""]",IN,575.7345891075,2000-02-07 00:00:00,9151000000@get.idyll,,M,169.0,,"[""Football"",""Photography"",""Superhero"",""Open-Minded"",""Backpacking""]",S,O,False,9151000000,Karni ,True,U,23.966835997453703,,C,F,True,23.0
152,Abcdefghijkl,"[""Jawaharlal Nehru University""]",IN,575.7249243852777,1997-09-10 00:00:00,9152000000@get.idyll,,M,172.0,,"[""Biryani"",""Tea"",""Cricket"",""Cooking"",""Festivals""]",O,N,False,9152000000,Raj,True,U,23.982684492824074,,C,F,True,26.0
153,Hii This side Abhishek ,"[""Jawaharlal Nehru University""]",IN,575.7211296630555,2000-02-01 00:00:00,9153000000@get.idyll,,M,,,"[""Dancing"",""Badminton"",""Reels"",""Cycling""]",N,N,False,9153000000,Abhishek ,False,U,5.71034760625,,C,F,True,23.0
154,No strings attached. Open to Hookups and ONS.  ,"[""Jawaharlal Nehru University""]",IN,575.7171916075,1999-07-31 00:00:00,9154000000@get.idyll,,M,168.0,,"[""Gym"",""Foodie"",""Ambitions"",""Open-Minded"",""Backpacking""]",S,S,False,9154000000,Rohan Kumar,False,U,5.710198300694445,,C,F,True,24.0
155,,[],IN,575.6998579963889,,9155000000@get.idyll,,,,,[],,,False,9155000000,,False,U,5.710092108564814,,,,,
156,Meet me to know me .,"[""Jawaharlal Nehru University""]",IN,575.6980904963889,2000-01-07 00:00:00,9156000000@get.idyll,,M,180.0,,"[""Cricket"",""Horror"",""Mystery"",""Human Rights"",""Coffee""]",N,N,False,9156000000,Gaurav ,False,U,5.709937872453704,,F,F,True,23.0
157,"I'm sport lover guy. I like to explore new places and people 
","[""Jawaharlal Nehru University""]",IN,575.6880793852778,2003-06-09 00:00:00,9157000000@get.idyll,[],M,173.0,,"[""Badminton"",""Cricket"",""Cycling"",""Martial Arts"",""Mountains""]",N,N,False,9157000000,Jeetendra ,True,U,14.99136067337963,,CON,F,True,20.0
158,"PhD scholar at JNU 📒
Education planner 
Political consultant 
Debater🎤 

Bukowski ❤ Premchand ❤ Parsai 

In love with politics ,poetry and philosophy. 
 
Connect on telegram @Being_invalid","[""Hindu College ""]",IN,575.6656213297222,1996-03-15 00:00:00,9158000000@get.idyll,[],M,178.0,,"[""Writing"",""Cafe-hopping"",""Feminism"",""Open-Minded"",""Biographies""]",S,S,False,9158000000,Sandeep ,True,U,19.960055881712965,,NS,F,True,27.0
159,,"[""Jawaharlal Nehru University ""]",IN,575.5528160519444,2001-10-24 00:00:00,9159000000@get.idyll,,M,180.0,,[],S,O,False,9159000000,Ayush,False,U,5.709526634027778,,C,F,True,22.0
160,I am simple and calm person ,"[""Jawaharlal Nehru University""]",IN,575.5330460519444,2001-05-10 00:00:00,9160000000@get.idyll,[],F,5.0,,"[""Open-Minded"",""Foodie"",""Ambitions"",""Biographies"",""Biryani""]",N,N,True,9160000000,Prasanna ,True,U,17.033248740509258,17.033249170104167,F,M,True,22.0
161,I play guitar and I also sing for you .meri jaan tu mujhko pagal hai kiya ....,"[""Jawaharlal Nehru University""]",IN,575.5243396630556,2003-02-02 00:00:00,9161000000@get.idyll,,M,5.5,,"[""Singing"",""Dancing"",""Romance"",""Open-Minded"",""Reels""]",O,N,False,9161000000,Sagar chaursiya ,False,U,5.708657502083334,,C,F,True,20.0
162,quite cute,"[""JNU""]",IN,575.5174021630555,1999-09-14 00:00:00,9162000000@get.idyll,,M,181.0,,"[""Art & Craft"",""Dancing"",""Photography"",""Cricket"",""Dogs""]",S,O,False,9162000000,Nishant,False,U,5.708508647916666,,C,F,True,24.0
163,"A writer
A poet
A polygot
A walk-holic

","[""Jawaharlal Nehru University""]",IN,575.4542143852777,2001-10-15 00:00:00,9163000000@get.idyll,,M,6.0,,"[""Cooking"",""Heritage"",""Tea"",""Biryani"",""Cats""]",N,N,False,9163000000,Arsh,False,U,5.708304828472222,,C,F,True,22.0
164,Good ,"[""Dr snmc ""]",IN,575.4163116075,2000-02-08 00:00:00,9164000000@get.idyll,,M,160.0,,"[""Singing"",""Writing"",""Design"",""Photography"",""Cricket""]",O,O,False,9164000000,Babu,False,U,5.708192559953703,,R,F,True,23.0
165,Found this app on a parcha in the hostel mess! ,"[""Jawaharlal Nehru University""]",IN,575.4101710519444,1988-10-10 00:00:00,9165000000@get.idyll,,M,,,[],S,O,False,9165000000,Sarthak ,False,U,5.70802942337963,,NS,F,True,35.0
166,Believe in true love,"[""JNU""]",IN,575.3952668852778,1993-12-22 00:00:00,9166000000@get.idyll,,M,172.0,,[],O,N,False,9166000000,Rahul ,True,U,23.949040210416666,,R,F,True,30.0
167,"मैं एक एंबिवर्ट टाईप का लड़का हूं , मुझे अपने जैसे लोगों की तलाश रहती है जो कि कम मिलें हैं अभी तक लेकिन फिर भी मेरी जम जाती है दूसरों से भी एक सीमा तक ,  मैं सच बोलने में भरोसा रखता हूं और ऐसी ही आशा","[""Lucknow University ""]",IN,575.3456710519445,1997-07-05 00:00:00,9167000000@get.idyll,,M,176.0,,"[""Writing"",""Cricket"",""Yoga"",""Gymnastics"",""Comedy""]",S,N,False,9167000000,Dheeraj yadav ,True,U,23.418478161805556,,C,F,True,26.0
168,"Hlw everyone, I'm a tea person nd looking a girl for company😊😊. I'm here for casual relationship.","[""Lucknow University ""]",IN,575.3398979963889,1995-04-16 00:00:00,9168000000@get.idyll,"[89.69898223876953,91.32212400436401]",M,170.0,,"[""Writing"",""Cricket"",""Beer"",""Mystery"",""Comedy""]",S,S,False,9168000000,VIKAS,True,U,17.818290314583333,,C,F,True,28.0
169,Free spirited. Love night city strolls.,"[""Jawaharlal Nehru University""]",IN,575.3051496630555,2002-02-11 00:00:00,9169000000@get.idyll,,F,,,"[""Whiskey"",""Pop"",""Dogs""]",S,O,False,9169000000,Siddhi,False,U,5.707606483564815,,NS,M,True,21.0
170,A bibliophile with an obsession for good music and anime 🎶🏴‍☠️,"[""Jawaharlal Nehru University""]",IN,575.2895304963889,2004-08-24 00:00:00,9170000000@get.idyll,,F,150.0,,"[""Anime"",""Manga"",""LGBTQIA+ ally"",""Singing"",""Open-Minded""]",N,N,False,9170000000,Manya,True,U,23.966321518287035,,R,M,True,19.0
171,,"[""Jawaharlal Nehru University""]",IN,575.2843663297223,2001-04-25 00:00:00,9171000000@get.idyll,,M,170.0,,[],N,N,False,9171000000,Kmrshubh ,False,U,5.707268566898148,,NS,F,True,22.0
172,Research Scholar ,"[""Jawaharlal Nehru University""]",IN,575.2270646630556,2000-04-05 00:00:00,9172000000@get.idyll,"[97.77231216430664,96.42622470855713,94.1632628440857,99.06716346740723]",M,164.0,,"[""Badminton"",""Writing"",""Photography"",""Yoga"",""Running""]",N,N,True,9172000000,Rajeev Kumar ,True,U,6.803274886342592,6.8032753275115745,R,F,True,23.0
173,Simple optimistic,"[""Jawaharlal Nehru University""]",IN,575.2003157741667,1996-10-18 00:00:00,9173000000@get.idyll,[98.50128293037415],M,178.0,,"[""Badminton"",""Running"",""Cycling"",""Tennis"",""Cafe-hopping""]",S,S,False,9173000000,Raj,True,U,18.710730684953703,,CON,F,True,27.0
174,Hay! I am From Jnu,"[""Prayag raj singh""]",IN,575.1756482741666,2002-10-23 00:00:00,9174000000@get.idyll,,M,177.0,,"[""Romance"",""Sci-fi"",""Gym"",""Reels"",""Open-Minded""]",N,N,True,9174000000,Prayagraj Singh,True,U,17.033248740509258,17.033249170104167,NS,F,True,21.0
175,,[],IN,575.1163966075,,9175000000@get.idyll,,M,,,[],,,False,9175000000,Harish,False,U,5.7070198516203705,,,,,
176,"Being in good company and with a lot of laughter,joy and casualness is my way of loving Life.   ","[""Jawaharlal Nehru University""]",IN,575.0506613297222,2000-01-12 00:00:00,9176000000@get.idyll,[],M,168.0,,"[""Cricket"",""Badminton"",""Concerts"",""Football"",""Clubs""]",S,N,False,9176000000,Alok Razzvir,True,U,5.706651228935185,5.7066516469560185,F,F,True,23.0
